YMD,HHNN,STN,ID,LAT,LON,TMPF,SUSMPH,GUSTMPH,PKWNDMPH,MAXMPH,DWPF,'RAWOB'
20180104,1600,CYSC,SHERBROOKE_AIRPORT,45.43,-71.68,12,7,,,,7,'CYSC 041600Z AUTO 06007KT 9SM SCT030 BKN036 BKN250 M11/M14 A2972 RMK SLP083'
20180104,1600,CYSJ,SAINT_JOHN_AIRPORT,45.30,-65.87,32,16,26,,26,32,'CYSJ 041600Z 08015G20KT 3/4SM R05/5000FT/N -SN DRSN VV006 00/M00 A2970 RMK SN8 PRESFR SLP065'
20180104,1600,CYSN,ST._CATHARINES_ARPT,43.20,-79.17,16,16,26,,26,7,'CYSN 041600Z 33014G23KT 15SM DRSN BKN020 BKN250 M09/M14 A2990 RMK SC6CI1 CI TR SLP134'
20180104,1600,CYTL,BIG_TROUT_LAKE,53.82,-89.90,-27,8,,,,-35,'CYTL 041622Z AUTO 31009KT 9SM CLR M33/M36 A3045 RMK SLP352'
20180104,1600,CYTR,TRENTON_(CAN-MIL),44.12,-77.53,18,7,,,,12,'CYTR 041600Z 36006KT 15SM FEW056 SCT074 OVC220 M08/M11 A2985 RMK SC2AC2CI5 SLP114'
20180104,1600,CYTS,TIMMINS_AIRPORT,48.57,-81.38,-20,5,,,,-27,'CYTS 041600Z 33004KT 290V040 15SM FEW010 FEW040 BKN060 M29/M33 A3018 RMK SF1SC1SC3 SLP264'
20180104,1600,CYTZ,TORONTO_IL_ARPT_AUT,43.63,-79.40,14,14,25,,25,1,'CYTZ 041600Z AUTO 32012G22KT 9SM CLR M10/M17 A2990 RMK SLP132'
20180104,1600,CYUL,MONTREAL/DORVAL,45.47,-73.75,14,12,,,,9,'CYUL 041600Z 02010KT 15SM BKN050 OVC080 M10/M13 A2982 RMK SC5AC3 PRESFR SLP103'
20180104,1600,CYUY,ROUYN_AIRPORT,48.22,-78.83,-13,15,,,,-20,'CYUY 041628Z 36011KT 6SM IC DRSN BKN270 M24/M28 A3004 RMK IC3CS4 SLP210'
20180104,1600,CYVO,VAL_D'OR_AIRPORT,48.05,-77.78,-8,16,22,,22,-15,'CYVO 041600Z 35014G19KT 10SM -SN SCT034 BKN260 M22/M26 A2994 RMK SC3CI3 SLP178'
20180104,1600,CYVV,WIARTON_AIRPORT,44.75,-81.10,3,10,17,,17,-2,'CYVV 041600Z 31009G15KT 270V020 5/8SM -SN BLSN BKN006 M16/M19 A2999 RMK SN2ST4 SLP175'
20180104,1600,CYWA,PETAWAWA_ARPT,45.95,-77.32,3,13,,,,-2,'CYWA 041600Z AUTO 30011KT 9SM BKN040 M16/M19 A2991 RMK SLP142'
20180104,1600,CYWK,WABUSH_LAKE_AIRPORT,52.93,-66.87,-15,0,,,,-22,'CYWK 041600Z 00000KT 4SM -SN BKN044 OVC055 M26/M30 A3002 RMK SC5SC3 SLP240'
20180104,1600,CYXL,SIOUX_LOOKOUT_ARPT,50.11,-91.90,-24,0,,,,-31,'CYXL 041600Z 00000KT 15SM IC BKN018 M31/M35 A3039 RMK ST7 SLP357'
20180104,1600,CYXR,EARLTON_AIRPORT,47.70,-79.85,-15,17,23,,23,-22,'CYXR 041600Z AUTO 33015G20KT 9SM SCT028 M26/M30 A3010 RMK ICG PRESFR SLP226'
20180104,1600,CYXU,LONDON_AIRPORT,43.03,-81.15,10,9,,,,0,'CYXU 041600Z 34008KT 15SM FEW040 M12/M18 A2995 RMK SC2 SLP163'
20180104,1600,CYXZ,WAWA_AIRPORT,47.97,-84.78,-18,5,,,,-27,'CYXZ 041600Z VRB04KT 15SM FEW025 M28/M33 A3028 RMK SC1 SC TR SLP295'
20180104,1600,CYYB,NORTH_BAY_AIRPORT,46.36,-79.42,-11,12,21,,21,-17,'CYYB 041600Z 36010G18KT 5SM IC BLSN BKN042 M24/M27 A2992 RMK IC2SC3 SLP169'
20180104,1600,CYYG,CHARLOTTETOWN_ARPT,46.29,-63.13,34,17,29,,29,30,'CYYG 041636Z 10017G29KT 2SM -SN DRSN OVC009 00/M01 A2988 RMK SC8 PRESFR SLP123'
20180104,1600,CYYR,GOOSE_BAY_AIRPORT,53.32,-60.42,7,8,,,,-4,'CYYR 041600Z 25007KT 15SM FEW030 SCT160 BKN250 M14/M20 A3031 RMK CF1AC3CS3 SLP269'
20180104,1600,CYYU,KAPUSKASING_AIRPORT,49.42,-82.47,-20,9,,,,-27,'CYYU 041600Z 33008KT 15SM FEW080 FEW250 M29/M33 A3028 RMK AC1CI1 AC TR SLP289'
20180104,1600,CYYY,MONT_JOLI_AIRPORT,48.60,-68.22,12,5,,,,7,'CYYY 041600Z 11004KT 15SM FEW032 OVC110 M11/M14 A2997 RMK SC2AC6 SLP154'
20180104,1600,CYYZ,TORONTO/PEARSON,43.67,-79.60,12,25,,,,0,'CYYZ 041600Z 34022KT 15SM FEW025 SCT230 M11/M18 A2988 RMK CU2CI1 SLP132'
20180104,1600,CYZE,GORE_BAY_AIRPORT,45.88,-82.57,-11,12,18,,18,-18,'CYZE 041600Z AUTO 36010G16KT 9SM BKN045 M24/M28 A3016 RMK SLP236'
20180104,1600,CYZR,SARNIA_AIRPORT,43.00,-82.31,7,16,29,,29,-2,'CYZR 041600Z AUTO 30014G25KT 9SM CLR M14/M19 A3005 RMK ICG SLP192'
20180104,1600,CYZV,SEPT-ILES_AIRPORT,50.22,-66.27,14,10,,,,9,'CYZV 041600Z 03009KT 15SM -SN BKN008 BKN016 OVC095 M10/M13 A3008 RMK SC6SC1AC1 PRESFR SLP192'
20180104,1600,CYZX,GREENWOOD_(CAN-MIL),44.98,-64.92,28,17,,,,28,'CYZX 041628Z 06019KT 3/8SM SN BKN005 OVC011 M02/M02 A2963 RMK SF7SF1 PRESFR WNDY HILL UNAVBL SLP034'
20180104,1600,CZBF,BATHURST_ARPT(AWRS),47.63,-65.75,19,5,,,,16,'CZBF 041600Z 35004KT 7SM -SG OVC010 M07/M09 A2997 RMK ST8 PRESFR SLP157'
20180104,1600,CZCR,CHARLO_AUTO,47.98,-66.33,18,6,,,,16,'CZCR 041600Z AUTO 10005KT M08/M09 RMK AO1 PRESFR SOG 28 8051 SLP161 T10761088'
20180104,1600,CZDB,DEBERT,45.42,-63.47,35,14,21,21,21,31,'CZDB 041600Z AUTO 08012G18KT 02/M00 RMK AO1 PRESFR SOG 03 8088 PK WND 08018/1550 SLP105 T00181003'
20180104,1600,CZTB,THUNDER_BAY,48.37,-89.33,-15,6,,,,-25,'CZTB 041600Z AUTO 26005KT M26/M32 RMK AO1 SOG 04 5000 SLP334 T12621317'
20180104,1600,CZUM,CHURCHILL_FALLS,53.56,-64.09,-9,3,,,,-17,'CZUM 041600Z AUTO 18003KT 120V250 9SM CLR M23/M27 A3013 RMK SLP255'
20180104,1600,CXHF,HIGH_FALLS,45.84,-75.65,17,,,,,13,'CXHF 041600Z AUTO M09/M10 RMK AO1 T10861104'
20180104,1600,CYKQ,WASKAGANISH_AIRPORT,51.48,-78.75,-11,5,,,,-17,'CYKQ 041600Z 35004KT 10SM FEW015 FEW050 M24/M27 A3026 RMK ST1SC1 SLP252'
20180104,1600,CMGB,GRANBY,45.37,-72.77,15,2,,,,9,'CMGB 041630Z AUTO 36002KT M09/M13 RMK AO1 SOG 24 8031 SLP086 T10921128'
20180104,1600,EYW,KEY_WEST_INTL_ARPT_(ASOS),24.55,-81.75,54,13,,,,46,'KEYW 041553Z 03011KT 10SM OVC025 12/08 A3019 RMK AO2 SLP221 T01220078'
20180104,1600,NQX,KEY_WEST_NAS,24.57,-81.68,55,14,,,,47,'KNQX 041618Z 02013G17KT 10SM BKN030 OVC045 13/08 A3018 RMK AO2 T01330083 $'
20180104,1600,MTH,MARATHON_AIRPORT_(ASOS),24.73,-81.05,55,14,,,,39,'KMTH 041553Z AUTO 36012KT 10SM CLR 13/04 A3018 RMK AO2 SLP218 T01280039'
20180104,1600,MIA,MIAMI_INTL_AIRPORT_(ASOS),25.82,-80.28,53,10,21,,21,30,'KMIA 041553Z 34009G18KT 10SM CLR 12/M01 A3017 RMK AO2 SLP216 T01171011'
20180104,1600,OPF,MIAMI/OPA_LOCKA_(ASOS),25.90,-80.28,52,16,23,,23,29,'KOPF 041553Z 33014G20KT 10SM CLR 11/M02 A3017 RMK AO2 SLP217 T01111017'
20180104,1600,FLL,FT_LAUDERDALE/HOLLY_(ASOS),26.07,-80.15,50,16,,,,29,'KFLL 041553Z 31014KT 10SM CLR 10/M02 A3015 RMK AO2 SLP209 T01001017'
20180104,1600,HST,HOMESTEAD_AFB,25.48,-80.38,53,14,22,,22,34,'KHST 041556Z AUTO 34012G19KT 10SM CLR 12/01 A3015 RMK AO2 SLP213 T01150009'
20180104,1600,TMB,MIAMI/KENDALL-TAMIA_(ASOS),25.65,-80.43,52,21,,,,31,'KTMB 041553Z 34018KT 10SM CLR 11/M01 A3016 RMK AO2 SLP213 T01111006'
20180104,1600,PBI,WEST_PALM_BEACH_(ASOS),26.68,-80.12,47,14,,,,17,'KPBI 041553Z 34012KT 10SM CLR 08/M08 A3017 RMK AO2 SLP214 T00831083 $'
20180104,1600,APF,NAPLES_MUNICIPAL,26.15,-81.77,51,8,,,,29,'KAPF 041553Z 01007KT 340V040 10SM CLR 11/M02 A3018 RMK AO2 SLP219 T01061017 $'
20180104,1600,FXE,FORT_LAUDERDALE_(ASOS),26.20,-80.17,49,15,23,,23,26,'KFXE 041553Z 34013G20KT 10SM CLR 09/M03 A3016 RMK AO2 SLP214 T00941033 $'
20180104,1600,MLB,MELBOURNE_REGIONAL_(ASOS),28.10,-80.65,47,17,,,,20,'KMLB 041553Z 28015KT 10SM CLR 08/M07 A3014 RMK AO2 SLP204 T00831067'
20180104,1600,GIF,WINTER_HAVEN_(ASOS),28.05,-81.75,45,12,,,,23,'KGIF 041553Z AUTO 29010KT 10SM CLR 07/M05 A3018 RMK AO2 SLP220 T00721050'
20180104,1600,VRB,VERO_BEACH_MUNI_(ASOS),27.65,-80.42,47,9,,,,21,'KVRB 041553Z 30008KT 10SM CLR 08/M06 A3015 RMK AO2 SLP207 T00831061'
20180104,1600,TIX,TITUSVILLE,28.52,-80.80,48,12,,,,16,'KTIX 041547Z 228010KT 7SM SKC 09/M09 A3014'
20180104,1600,MCO,ORLANDO_JETPORT___(ASOS),28.43,-81.32,44,16,,,,18,'KMCO 041553Z 30014KT 10SM CLR 07/M08 A3016 RMK AO2 SLP212 T00671078'
20180104,1600,ORL,ORLANDO/HERNDON___(ASOS),28.55,-81.33,45,15,,,,17,'KORL 041553Z 29013KT 10SM CLR 07/M08 A3015 RMK AO2 SLP216 T00721083'
20180104,1600,BKV,BROOKSVILLE_(ASOS),28.47,-82.45,45,15,,,,25,'KBKV 041553Z 29013KT 10SM CLR 07/M04 A3019 RMK AO2 SLP224 T00721039'
20180104,1600,OCF,OCALA_MUNI_(AWOS),29.17,-82.22,39,10,17,,17,14,'KOCF 041551Z 28009G15KT 10SM CLR 04/M10 A3018 RMK AO2 SLP224 T00391100'
20180104,1600,DAB,DAYTONA_BEACH_RGNL_(ASOS),29.18,-81.05,43,15,,,,21,'KDAB 041553Z 28013KT 10SM CLR 06/M06 A3013 RMK AO2 SLP200 T00611061'
20180104,1600,SFB,SANFORD/ORLANDO_(ASOS),28.78,-81.23,43,13,,,,17,'KSFB 041553Z 28011KT 10SM CLR 06/M08 A3015 RMK AO2 SLP209 T00611083'
20180104,1600,JAX,JACKSONVILLE_INTL_(ASOS),30.50,-81.70,40,15,24,,24,19,'KJAX 041556Z 27013G21KT 10SM CLR 04/M07 A3009 RMK AO2 SLP190 T00441072'
20180104,1600,NIP,JACKSONVILLE_NAS,30.23,-81.68,39,16,23,,23,14,'KNIP 041553Z 27014G20KT 10SM CLR 04/M10 A3011 RMK AO2 SLP192 T00391100 $'
20180104,1600,NRB,MAYPORT_NS,30.40,-81.42,38,14,21,,21,17,'KNRB 041552Z 27012G18KT 10SM CLR 03/M08 A3009 RMK AO2 SLP187 T00331083 $'
20180104,1600,CRG,JACKSONVILLE/CRAIG_(ASOS),30.33,-81.52,39,14,23,,23,13,'KCRG 041553Z 28012G20KT 10SM CLR 04/M11 A3009 RMK AO2 SLP190 T00391106'
20180104,1600,SAV,SAVANNAH_MUNICIPAL_(ASOS),32.13,-81.20,34,17,22,,22,20,'KSAV 041553Z 28015G19KT 10SM CLR 01/M07 A3001 RMK AO2 SLP162 T00111067'
20180104,1600,CHS,CHARLESTOWN_MUNI_(ASOS),32.90,-80.03,33,9,,,,20,'KCHS 041556Z 29008KT 10SM CLR 00/M07 A2995 RMK AO2 SLP142 T00061067 $'
20180104,1600,NBC,BEAUFORT_MCAS,32.48,-80.72,33,13,,,,19,'KNBC 041556Z AUTO 29011KT 10SM CLR 01/M07 A2999 RMK AO2 SLP155 T00061072 $'
20180104,1600,LHW,FT_STEWART/WRIGHT_&,31.88,-81.57,33,10,,,,19,'KLHW 041556Z AUTO 27009KT 10SM CLR 00/M07 A3001 RMK AO2 SLP166 T00031072 $'
20180104,1600,FPR,FT_PIERCE/ST_LUCIE_(ASOS),27.50,-80.37,47,14,,,,24,'KFPR 041553Z 29012KT 10SM CLR 08/M04 A3015 RMK AO2 SLP207 T00831044'
20180104,1600,SPG,SAINT_PETERSBURG_(ASOS),27.77,-82.63,49,7,,,,34,'KSPG 041553Z 32006KT 10SM CLR 09/01 A3017 RMK AO2 SLP216 T00940011'
20180104,1600,FMY,FORT_MYERS/PAGE_FLD_(ASOS),26.58,-81.87,52,9,,,,29,'KFMY 041553Z 02008KT 10SM CLR 11/M02 A3018 RMK AO2 SLP221 T01111017'
20180104,1600,RSW,FT_MYERS/SW_FLORIDA_(ASOS),26.53,-81.75,51,8,,,,30,'KRSW 041553Z AUTO 33007KT 10SM CLR 11/M01 A3019 RMK AO2 SLP220 T01061011'
20180104,1600,TPA,TAMPA_INTL_AIRPORT_(ASOS),27.97,-82.53,51,8,,,,33,'KTPA 041553Z 28007KT 10SM FEW045 11/01 A3018 RMK AO2 SLP220 T01060006'
20180104,1600,SRQ,SARASOTA-BRADENTON_(ASOS),27.40,-82.55,50,9,,,,33,'KSRQ 041553Z 36008KT 10SM SCT042 10/01 A3018 RMK AO2 SLP218 T01000006'
20180104,1600,PIE,SAINT_PETERSBURG_(ASOS),27.92,-82.68,51,17,,,,35,'KPIE 041553Z 33015KT 10SM BKN038 11/02 A3018 RMK AO2 SLP221 T01060017'
20180104,1600,LAL,LAKELAND_REGIONAL,27.98,-82.02,45,14,20,,20,25,'KLAL 041550Z 32012G17KT 10SM SKC 07/M04 A3017'
20180104,1600,BOW,BARTOW_MUNICIPAL__&,27.95,-81.78,43,13,,,,21,'KBOW 041545Z 29011KT 10SM SKC 06/M06 A3018'
20180104,1600,AMG,ALMA/BACON_CO._(ASOS),31.53,-82.50,35,13,,,,13,'KAMG 041553Z AUTO 30011KT 10SM CLR 02/M11 A3007 RMK AO2 SLP183 T00171106'
20180104,1600,BQK,BRUNSWICK/GLYNCO,31.25,-81.47,32,7,,,,27,'KBQK 041635Z AUTO 26005KT 10SM CLR 01/M02 A3006 RMK AO2'
20180104,1600,SSI,BRUNSWICK/MALCOLM_(ASOS),31.15,-81.38,35,14,,,,21,'KSSI 041553Z AUTO 28012KT CLR 02/M06 A3005 RMK AO2 SLP177 T00171061 TSNO $'
20180104,1600,TLH,TALLAHASSEE_RGNL_(ASOS),30.38,-84.37,37,9,,,,13,'KTLH 041553Z 30008KT 280V340 10SM CLR 03/M11 A3018 RMK AO2 SLP221 T00281106'
20180104,1600,GNV,GAINESVILLE_RGNL_(ASOS),29.68,-82.27,39,13,,,,16,'KGNV 041553Z 30011KT 10SM CLR 04/M09 A3018 RMK AO2 SLP220 T00391089'
20180104,1600,ABY,ALBANY_MUNICIPAL,31.53,-84.18,37,9,,,,12,'KABY 041553Z 30008KT 10SM CLR 03/M11 A3018 RMK AO2 SLP222 T00281111'
20180104,1600,VLD,VALDOSTA_REGIONAL_(ASOS),30.78,-83.28,37,3,,,,16,'KVLD 041553Z VRB03KT 10SM CLR 03/M09 A3014 RMK AO2 SLP217 T00281089'
20180104,1600,MCN,MACON/LEWIS_WILSON_(ASOS),32.70,-83.65,34,16,23,,23,10,'KMCN 041553Z 28014G20KT 10SM CLR 01/M12 A3010 RMK AO2 SLP193 T00111122'
20180104,1600,WRB,WARNER_ROBINS_AFB,32.63,-83.60,35,16,21,,21,11,'KWRB 041556Z 30014G18KT 10SM CLR 02/M12 A3009 RMK AO2A SLP195 T00161119'
20180104,1600,AGS,AUGUSTA/BUSH_FIELD_(ASOS),33.37,-81.97,36,18,25,,25,11,'KAGS 041553Z 27016G22KT 10SM CLR 02/M12 A2999 RMK AO2 SLP156 T00221117'
20180104,1600,ATL,ATLANTA_INTL_ARPT_(ASOS),33.65,-84.42,28,22,32,32,32,9,'KATL 041552Z 31019G28KT 10SM FEW200 FEW250 M02/M13 A3007 RMK AO2 PK WND 31028/1550 SLP194 T10221128'
20180104,1600,FTY,ATLANTA/FULTON_CO._(ASOS),33.78,-84.52,27,12,22,,22,10,'KFTY 041553Z 32010G19KT 280V340 10SM CLR M03/M12 A3009 RMK AO2 SLP197 T10281122'
20180104,1600,PDK,ATLANTA/DEKALB_(ASOS),33.88,-84.30,26,21,28,30,30,7,'KPDK 041553Z 32018G24KT 10SM CLR M03/M14 A3006 RMK AO2 PK WND 31026/1536 SLP199 T10331139'
20180104,1600,VPS,EGLIN_AFB/VALPARAIS,30.48,-86.53,37,13,18,,18,11,'KVPS 041555Z COR 36011G16KT 10SM CLR 03/M12 A3025 RMK AO2A SLP250 T00251118 $ COR 1645'
20180104,1600,CEW,CRESTVIEW/BOB_SIKES_(ASOS),30.78,-86.52,36,14,20,,20,11,'KCEW 041553Z AUTO 34012G17KT 10SM CLR 02/M12 A3027 RMK AO2 SLP252 T00221117'
20180104,1600,PNS,PENSACOLA_REGIONAL(ASOS),30.47,-87.18,37,13,,,,15,'KPNS 041553Z 34011KT 10SM CLR 03/M09 A3028 RMK AO2 SLP257 T00281094'
20180104,1600,NPA,PENSACOLA_NAS,30.35,-87.32,37,9,17,,17,14,'KNPA 041556Z 33008G15KT 300V010 10SM CLR 03/M10 A3028 RMK AO2 SLP255 T00281100 $'
20180104,1600,MOB,MOBILE/BATES_FIELD_(ASOS),30.68,-88.25,36,12,,,,14,'KMOB 041556Z 35010KT 10SM FEW060 FEW250 02/M10 A3031 RMK AO2 SLP264 T00221100'
20180104,1600,BFM,MOBILE_DOWNTOWN_(ASOS),30.63,-88.07,38,12,,,,15,'KBFM 041553Z 34010KT 10SM CLR 03/M09 A3032 RMK AO2 SLP267 T00331094'
20180104,1600,ECP,PANAMA_CITY,30.36,-85.80,37,8,,,,14,'KECP 041553Z 30007KT 280V350 10SM CLR 03/M10 A3022 RMK AO2 SLP246 T00281100'
20180104,1600,LSF,FORT_BENNING,32.33,-85.00,33,14,,,,10,'KLSF 041556Z AUTO 28012KT 10SM CLR 01/M12 A3017 RMK AO2 SLP224 T00071120'
20180104,1600,CSG,COLUMBUS_METRO_ARPT_(ASOS),32.52,-84.93,33,13,,,,9,'KCSG 041551Z 33011KT 10SM CLR 01/M13 A3016 RMK AO2 SLP215 T00061128'
20180104,1600,MGM,MONTGOMERY/DANNELLY_(ASOS),32.30,-86.40,32,13,18,,18,11,'KMGM 041553Z 33011G16KT 10SM CLR 00/M12 A3025 RMK AO2 SLP244 T00001117'
20180104,1600,MXF,MAXWELL_AFB/MONTGOM,32.38,-86.37,33,12,,,,12,'KMXF 041556Z AUTO 32010KT 10SM CLR 01/M11 A3022 RMK AO2 SLP238 T00051109 $'
20180104,1600,DHN,DOTHAN_MUNICIPAL,31.32,-85.45,34,,,,,13,'KDHN 041553Z 10SM CLR 01/M11 A3022 RMK AO2 SLPNO T00111106 $'
20180104,1600,OZR,CAIRNS_AAF/OZARK,31.28,-85.72,33,8,,,,10,'KOZR 041556Z AUTO 32007KT 10SM CLR 01/M12 A3020 RMK AO2 SLP232 T00061121'
20180104,1600,MGE,DOBBINS_AFB/MARIETT,33.92,-84.52,27,16,25,30,30,8,'KMGE 041556Z 31014G22KT 10SM CLR M03/M13 A3005 RMK AO2A PK WND 29026/03 SLP188 T10291132 $'
20180104,1600,BHM,BIRMINGHAM_MUNI_(ASOS),33.57,-86.75,28,10,,,,11,'KBHM 041553Z 32009KT 10SM FEW250 M02/M12 A3025 RMK AO2 SLP249 T10221117'
20180104,1600,AUO,AUBURN-OPELIKA_APT,32.62,-85.43,30,17,23,,23,12,'KAUO 041556Z AUTO 32015G20KT 10SM CLR M01/M11 A3016 RMK AO2 SLP240 T10111111 FZRANO'
20180104,1600,GAD,GADSEN_MUNI_(AWOS),33.97,-86.08,27,12,18,,18,12,'KGAD 041556Z AUTO 34010G16KT 10SM CLR M03/M11 A3022 RMK AO2 SLP244 T10281111 FZRANO'
20180104,1600,TCL,TUSCALOOSA_MUNI_(ASOS),33.22,-87.62,30,10,,,,11,'KTCL 041553Z 35009KT 10SM CLR M01/M12 A3029 RMK AO2 SLP258 T10111117'
20180104,1600,ANB,ANNISTON/CALHOUN_CO_(ASOS),33.58,-85.85,28,14,20,,20,11,'KANB 041553Z AUTO 27012G17KT 10SM CLR M02/M12 A3019 RMK AO2 SLP238 T10221117'
20180104,1600,MSY,NEW_ORLEANS/MOISANT_(ASOS),29.98,-90.25,39,8,,,,18,'KMSY 041553Z 01007KT 10SM FEW250 04/M08 A3037 RMK AO2 SLP288 T00391078'
20180104,1600,ARA,NEW_IBERIA/ACADIANA_(ASOS),30.03,-91.88,39,7,,,,18,'KARA 041553Z 04006KT 10SM CLR 04/M08 A3041 RMK AO2 SLP296 T00391078'
20180104,1600,NEW,NEW_ORLEANS/LAKEFRO_(ASOS),30.05,-90.03,39,10,,,,18,'KNEW 041553Z 03009KT 10SM CLR 04/M08 A3038 RMK AO2 SLP279 T00391078'
20180104,1600,NBG,NEW_ORLEANS_NAS,29.83,-90.03,39,8,,,,18,'KNBG 041555Z 02007KT 340V040 10SM FEW250 04/M08 A3037 RMK AO2 SLP282 T00391078 PNO $'
20180104,1600,BTR,BATON_ROUGE/RYAN_(ASOS),30.53,-91.15,38,8,,,,16,'KBTR 041553Z 05007KT 040V100 10SM CLR 03/M09 A3039 RMK AO2 SLP290 T00331089'
20180104,1600,PTN,PATTERSON_MEMORIAL,29.72,-91.33,39,6,,,,19,'KPTN 041556Z AUTO 07005KT 10SM CLR 04/M07 A3040 RMK AO2 SLP294 T00391072'
20180104,1600,MEI,MERIDIAN/KEY_FIELD_(ASOS),32.33,-88.75,34,8,,,,15,'KMEI 041558Z 35007KT 10SM CLR 01/M09 A3032 RMK AO2 SLP270 T00111094'
20180104,1600,NMM,MERIDIAN_NAS/MCCAIN,32.55,-88.57,32,10,,,,13,'KNMM 041556Z 32009KT 10SM FEW250 00/M11 A3032 RMK AO2 SLP283 T00001106 $'
20180104,1600,PIB,PINE_BELT_RGNL_AWOS,31.47,-89.33,34,14,,,,16,'KPIB 041556Z AUTO 01012KT 10SM CLR 01/M09 A3034 RMK AO2 SLP278 T00111089 FZRANO'
20180104,1600,JAN,JACKSON/THOMPSON_(ASOS),32.32,-90.08,32,10,,,,15,'KJAN 041554Z 34009KT 10SM CLR 00/M09 A3034 RMK AO2 SLP278 T00001094'
20180104,1600,GLH,GREENVILLE_MUNI,33.48,-90.98,30,12,,,,12,'KGLH 041553Z 01010KT 10SM CLR M01/M11 A3039 RMK AO2 SLP302 T10111111'
20180104,1600,MCB,MCCOMB/LEWIS_FIELD,31.18,-90.47,36,7,,,,14,'KMCB 041553Z AUTO 01006KT 10SM CLR 02/M10 A3034 RMK AO2 SLP277 T00221100'
20180104,1600,GWO,GREENWOOD/LEFLORE_(ASOS),33.50,-90.08,29,8,,,,14,'KGWO 041553Z AUTO 34007KT 10SM CLR M02/M10 A3039 RMK AO2 SLP291 T10171100'
20180104,1600,POE,FORT_POLK_(ARMY),31.05,-93.20,36,8,,,,16,'KPOE 041558Z AUTO 06007KT 9SM CLR 02/M09 A3039 RMK AO2 SLP296 T00241087'
20180104,1600,LCH,LAKE_CHARLES_MUNI_(ASOS),30.12,-93.22,37,9,,,,21,'KLCH 041553Z 07008KT 10SM CLR 03/M06 A3040 RMK AO2 SLP301 T00281061'
20180104,1600,LFT,LAFAYETTE_REGIONAL_(ASOS),30.20,-91.98,38,5,,,,19,'KLFT 041553Z 07004KT 10SM CLR 03/M07 A3040 RMK AO2 SLP294 T00331072 $'
20180104,1600,MLU,MONROE_REGIONAL_(ASOS),32.52,-92.03,34,9,,,,17,'KMLU 041553Z 06008KT 10SM CLR 01/M08 A3042 RMK AO2 SLP300 T00111083'
20180104,1600,ESF,ALEXANDRIA/ESLER_(ASOS),31.40,-92.30,36,7,,,,17,'KESF 041553Z AUTO VRB06KT 10SM CLR 02/M08 A3040 RMK AO2 SLP294 T00221083'
20180104,1600,ILM,WILMINGTON/NEW_HAN_(ASOS),34.27,-77.90,31,13,,,,16,'KILM 041553Z 28011KT 10SM CLR M01/M09 A2985 RMK AO2 SLP108 T10061089'
20180104,1600,POB,POPE_AFB,35.17,-79.02,31,20,24,,24,11,'KPOB 041610Z AUTO 30017G25KT 10SM CLR M01/M11 A2984 RMK AO2 WSHFT 05 SLP110 $'
20180104,1600,MQI,MANTEO/DARE_CO_RGNL,35.92,-75.70,26,22,33,,33,23,'KMQI 041625Z AUTO 32019G32KT OVC013 M03/M05 A2966 RMK AO2 T10301051 PWINO'
20180104,1600,RDU,RALEIGH-DURHAM_(ASOS),35.87,-78.78,28,15,29,30,30,7,'KRDU 041551Z 33013G25KT 280V360 10SM FEW045 M02/M14 A2982 RMK AO2 PK WND 28026/1539 SLP102 T10221139'
20180104,1600,GSB,SEYMOUR-JOHNSON_AFB,35.33,-77.97,31,14,23,,23,10,'KGSB 041556Z AUTO 30012G20KT 10SM CLR 00/M12 A2979 RMK AO2 SLPNO T10051122 $'
20180104,1600,ISO,KINSTON/STALLINGS,35.33,-77.61,32,12,21,,21,12,'KISO 041556Z 30010G18KT 10SM CLR M00/M11 A2980 RMK AO2'
20180104,1600,RWI,ROCKY_MOUNT-WILSON_(ASOS),35.85,-77.90,29,20,30,30,30,11,'KRWI 041553Z AUTO 29017G26KT 10SM CLR M02/M12 A2979 RMK AO2 PK WND 30026/1552 SLP089 T10171117'
20180104,1600,OAJ,JACKSONVILLE_(AWOS),34.83,-77.62,33,9,16,,16,18,'KOAJ 041556Z AUTO 29008G14KT 250V320 10SM CLR 01/M08 A2982 RMK AO2 SLP102 T00061078 FZRANO'
20180104,1600,NTU,OCEANA_NAS/SOUCEK,36.82,-76.03,23,20,31,31,31,19,'KNTU 041556Z AUTO 31017G27KT 1/2SM SN FZFG VV011 M05/M07 A2962 RMK AO2 PK WND 31027/1510 SLP034 P0000 T10501072 $'
20180104,1600,ORF,NORFOLK_INTL_ARPT_(ASOS),36.90,-76.20,24,10,22,,22,24,'KORF 041551Z 31009G19KT 280V340 1/2SM R05/2600V3500FT FZFG VV010 M04/M04 A2965 RMK AO2 SLP041 T10441044'
20180104,1600,FKN,FRANKLIN/J_B_ROSE,36.70,-76.90,25,16,21,,21,20,'KFKN 041635Z AUTO 30014G19KT 5SM -SN SCT018 BKN023 OVC045 M03/M07 A2973 RMK AO2T10331071'
20180104,1600,NGU,NORFOLK_NAS/CHAMBER,36.93,-76.28,25,23,33,40,40,20,'KNGU 041643Z AUTO 30029G35KT 1/2SM HZ BKN016 OVC025 M04/M07 A2967 RMK AO2 PK WND 30035/1643 T10391067 PWINO FZRANO $'
